Upgrade.Package,Number.of.Commits,Number.of.changed.modules,Number.of.Modules.with.no.Commit.info,Module,Module.Alias,No.Commit.Info,Internal.TRs,Internal.real.TRs,Open.Internal.TRs,Internal.Duplicates,External.TRs,Real.External.TRs,Open.external.TRs,External.Duplicates,Invalid.Internal.TRs,Invalid.External.TRs,Positive.size.delta,Negative.size.delta,Number.of.unique.passed.test.cases,Type,DS.Code,Rel.to.Customer,Label,Release.Type,Number.of.files,Language,File.Complexity,Function.Complexity,Class.Complexity,lines,ncloc,Number.of.all.corrected.TRs,File.correct.TR,Created,Corrected.TRs.Internal,Corrected.TRs.External,Reported.TRs.Internal,Reported.TRs.External,Revert,Total.number.of.modules,Fake.UP,No.of.TRs.using.fake.UP,Development.TR,Rows.Added,Rows.Removed,Customer.Rel.Type,Type.of.Change,Test.Focus,Number.of.users,Repository,CL,No.of.users.on.file,No.of.commits.on.file,code_smells,classes,cognitive_complexity,duplicated_blocks,Modules_changed_Ratio,Num.LMCs.in.int-g2,Num.LMCs.in.empty_repo,Num.LMCs.in.wrat,Num.LMCs.in.common-grat,Num.LMCs.in.bbi,Num.LMCs.in.ncmain,Num.LMCs.in.sup,Num.LMCs.in.lrat,Num.LMCs.in.tn-comps,Num.LMCs.in.sync,Num.LMCs.in.pm_fwk,Num.LMCs.in.nci,Num.LMCs.in.oamImmHandler,Num.LMCs.in.oamcli,Num.LMCs.in.oamgui,Num.LMCs.in.racoam,Num.LMCs.in.bb,Num.LMCs.in.rcs-yocto,Num.LMCs.in.rcs-test,Num.LMCs.in.rbsiw1,Num.LMCs.in.ebb,Num.LMCs.in.common_hcms_rules,Num.LMCs.in.dfl-mgr,Number.of.Total.Files,Number.of.M.files,Number.of.A.files,Number.of.M+A.Files,Number.of.D.files,Number.of.E.files,Files.We.Are.Scanning,Num.files.empty,Num.files.c++,Num.files.xml,Num.files.cs,Num.files.py,Num.files.php,Num.files.java,Num.files.js,DuplicateLMCs,FilesFromDuplicateLMCs,DuplicateFilesSharingCommits,NumberOfIdentifiedNoisyFiles,Final.Positive.size.delta,Final.Negative.size.delta,Final.File.Complexity,Final.Function.Complexity,Final.Class.Complexity,Final.lines,Final.ncloc,Final.code_smells,Final.cognitive_complexity,Final.classes,Final.duplicated_blocks,Final.No.of.users.on.file,Final.No.of.commits.on.file,Final.Files.Post.Duplicate.Noisy,Final.Number.of.M.files,Final.Number.of.A.files,Final.Number.of.M+A.Files,Final.Number.of.D.files,Final.Number.of.E.files,Final.Rows.Added,Final.Rows.Removed,Final.File.correct.TR,Final.in.Repo.int-g2,Final.in.Repo.empty_repo,Final.in.Repo.wrat,Final.in.Repo.common-grat,Final.in.Repo.bbi,Final.in.Repo.ncmain,Final.in.Repo.sup,Final.in.Repo.lrat,Final.in.Repo.tn-comps,Final.in.Repo.sync,Final.in.Repo.pm_fwk,Final.in.Repo.nci,Final.in.Repo.oamImmHandler,Final.in.Repo.oamcli,Final.in.Repo.oamgui,Final.in.Repo.racoam,Final.in.Repo.bb,Final.in.Repo.rcs-yocto,Final.in.Repo.rcs-test,Final.in.Repo.rbsiw1,Final.in.Repo.ebb,Final.in.Repo.common_hcms_rules,Final.in.Repo.dfl-mgr,Final.Files.We.Are.Scanning,Final.Num.files.empty,Final.Num.files.c++,Final.Num.files.xml,Final.Num.files.cs,Final.Num.files.py,Final.Num.files.php,Final.Num.files.java,Final.Num.files.js,Slash
CXP9024418/6_R34E50,1,3,1,,,0.333333333333333,0,0,0,0,0,0,0,0,0,0,5546,0,64,G2,DS2/8,1,18.Q1.2,Post-GA,3,,0,0,0,0,0,1,0,2018-05-24,"","","","",,82,,0,,94,2,AD,,1,,,3,,,0,0,0,0,0.0365853658536585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,6,0,0,0,6,0,0,0,0,0,0,0,1,3,0,,2773,0,0,0,0,0,0,0,0,0,0,,,3,3,0,3,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
CXP9024418/6_R21M22,1,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,-862,68,G2,"",0,17.Q3.C4,Development,2,,0,0,0,0,0,1,4,2018-05-25,"",HW39641,"","",,77,,0,,12,20,"",,1,,,3,,,0,0,0,0,0.025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,0,0,0,0,0,0,0,1,2,0,,0,-431,0,0,0,0,0,0,0,0,0,,,2,2,0,2,0,0,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
CXP9024418/6_R43B38,6,3,1,,,0.333333333333333,0,0,0,0,0,0,0,0,0,0,102962,-29917,154,G2,"",0,MTR_18.21,Development,72,,0,0,0,0,0,1,0,2018-05-25,"","","","",,91,,0,,0,0,"",,1,,,3,,,0,0,0,0,0.032967032967033,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,44,23,67,5,0,0,72,0,0,0,0,0,0,0,0,0,28,,98721,-29917,0,0,0,0,0,0,0,0,0,,,58,30,23,53,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,6
CXP9024418/6_R42C41,2,4,1,,,0.25,0,0,0,0,0,0,0,0,0,0,15278,0,98,G2,"",0,18.Q2.0,Development,11,,0,0,0,0,0,1,8,2018-05-25,HW70687,"","","",,90,,0,,0,0,"",,1,,,3,,,0,0,0,0,0.0444444444444444,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,22,0,22,0,0,0,22,0,0,0,0,0,0,0,1,11,0,,7639,0,0,0,0,0,0,0,0,0,0,,,11,11,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6
CXP9024418/6_R44A125,190,18,1,,,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,3730421,-1996376,917,G2,"",0,main,Development,1565,,64689,2169.5,26325.8,934992,555982,13,39,2018-05-25,HW44395|HW70687|HW83741|HW87322,HW86381,"","",,91,,0,,0,0,"",,1,,,4,,,0,0,0,0,0.197802197802198,2,1,1,1,1,5,1,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,3410,2356,556,2912,498,0,1082,2328,902,0,0,0,0,180,0,5,906,2129,,1697945,-953079,22197,850.4,9187,355022,201227,0,0,0,0,,,1439,985,224,1209,230,0,0,0,20,1,0,1,1,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,440,999,348,0,0,0,0,92,0,6
CXP9024418/6_R21M23,3,2,1,,,0.5,0,0,0,0,0,0,0,0,0,0,6591,0,62,G2,"",0,17.Q3.C4,Development,5,,360,7.3,0,5145,2482,1,5,2018-05-26,HW72624,"","","",,77,,0,,236,59,"",,1,,,3,0,0,0,0,0,0,0.025974025974026,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,,6591,0,360,7.3,0,5145,2482,0,0,0,0,,,5,4,1,5,0,0,236,59,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,6
CXP9024418/6_R28L44,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,29894,0,232,G2,"",0,17.Q4.C4,Development,4,,1425,6.9,251,19947,14554,0,0,2018-05-26,"","","","",,80,,0,,873,4,"",,1,,,3,,,0,0,0,0,0.0125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,,29894,0,1425,6.9,251,19947,14554,0,0,0,0,,,4,4,0,4,0,0,873,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,6
CXP9024418/6_R21L98,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,64,G2,DS2/8,1,17.Q3.C3,Post-GA,0,,0,0,0,0,0,0,0,2018-05-26,"","","","",,77,,0,,,,AD,,1,,,3,,,,,,,0.012987012987013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
CXP9024418/6_R42C42,0,1,0,,,0,18,10,2,3,0,0,0,0,5,0,0,0,724,G2,DS2/9,1,18.Q2.0,Post-GA,0,,0,0,0,0,0,0,0,2018-05-26,"","",HW88131|HW88676|HW88736|HW88906|HW88935|HW89209|HW90300|HW90309|HW91671|HW93064,"",,90,,0,,,,EC,,1,,,3,,,,,,,0.0111111111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
CXP9024418/6_R44A135,64,9,1,,,0.111111111111111,0,0,0,0,0,0,0,0,0,0,590619,-356320,1110,G2,"",0,main,Development,407,,9163,137.1,1583.1,146621,95082,4,8,2018-05-26,HW85067|HW87385,"","","",,91,,0,,0,0,"",,1,,,3,,,0,0,0,0,0.0989010989010989,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,581,511,70,581,0,0,68,513,58,0,0,0,0,10,0,1,174,0,,379206,-185484,6295,89.8,1250.3,93665,61041,0,0,0,0,,,407,356,51,407,0,0,0,0,5,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,44,363,37,0,0,0,0,7,0,6
CXP9024418/6_R44A138,6,4,0,,,0,2,1,0,0,0,0,0,0,1,0,44098,-74154,1217,G2,"",0,main,Development,163,,1036,106,677.6,14884,8188,0,0,2018-05-27,"","",HW88380,"",,91,,0,,0,0,"",,1,,,4,,,0,0,0,0,0.043956043956044,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,325,295,8,303,22,0,80,245,80,0,0,0,0,0,0,1,162,0,,22049,-37077,518,53,338.8,7442,4094,0,0,0,0,,,163,148,4,152,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,123,40,0,0,0,0,0,0,6
CXP9024418/6_R44A158,86,16,1,,,0.0625,8,7,1,0,0,0,0,0,1,0,1600195,-878124,1301,G2,"",0,main,Development,1023,,15999,491.8,5958.2,212574,135637,7,27,2018-05-28,HW72405|HW87616|HW87826|HW87863,"",HW88447|HW88481|HW88493|HW89068|HW89539|HW90238|HW90784,"",,91,,0,,0,0,"",,1,,,5,,,0,0,0,0,0.175824175824176,5,1,1,1,1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1146,535,363,898,248,0,290,856,260,0,0,0,0,30,0,3,51,1017,,769272,-318466,8185,237.3,3203.3,106002,68062,0,0,0,0,,,476,248,144,392,84,0,0,0,14,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,127,349,107,0,0,0,0,20,0,6
CXP9024418/6_R34G53,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,60,G2,DS2/8,1,18.Q1.4,Post-GA,0,,0,0,0,0,0,0,0,2018-05-28,"","","","",,82,,0,,,,AD,,1,,,3,,,,,,,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
CXP9024418/6_R12K80,34,5,0,,,0,0,0,0,0,0,0,0,0,0,0,137281,-22395,50,G2,"",0,17.Q2.C4,Development,108,,1620,61.4,932,17468,11204,1,3,2018-05-29,HW76491,"","","",,71,,0,,5306,1695,"",,1,,,3,,,0,0,0,0,0.0704225352112676,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108,71,32,103,5,0,22,86,7,0,0,0,0,15,0,0,0,7,,137142,-22383,1520,47.2,932,16578,10564,0,0,0,0,,,104,67,32,99,5,0,5273,1667,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,84,5,0,0,0,0,15,0,6
CXP9024418/6_R21K50,2,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,-2134,62,G2,DS2/8,0,17.Q3.C2,Development,2,,0,0,0,0,0,1,0,2018-05-29,"","","","",,77,,0,,32,10,"",,1,,,3,,,0,0,0,0,0.038961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,4,0,4,0,0,0,4,0,0,0,0,0,0,0,1,2,0,,0,-1067,0,0,0,0,0,0,0,0,0,,,2,2,0,2,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
CXP9024418/6_R42C47,1,2,0,,,0,8,2,0,2,7,4,0,2,2,3,2572,0,162,G2,DS4,1,18.Q2.0,GA,1,,0,0,0,0,0,1,1,2018-05-29,HW87616,"",HW89479|HW94721,HW92257|HW93690|HW98291|HX16493,,90,,0,,0,0,GA,,,,,3,0,0,0,0,0,0,0.0222222222222222,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2572,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
CXP9024418/6_R45A03,190,22,1,,,0.0454545454545455,4,0,0,1,0,0,0,0,3,0,2456839,-1672916,1081,G2,"",0,main,Development,2374,,44965,1515.9,13761.3,774125,435731,9,36,2018-05-29,HV90020|HW72217|HW84934|HW88248,HW83764,"","",,91,,0,,0,0,"",,1,,,3,,,0,0,0,0,0.241758241758242,6,1,1,1,2,3,1,0,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,2746,1835,527,2362,384,0,743,2003,629,0,0,0,0,114,0,3,372,1410,,1345216,-840504,24856,837.3,7379.3,409143,233357,0,0,0,0,,,1471,991,289,1280,191,0,0,0,14,4,0,1,1,1,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,405,1066,337,0,0,0,0,68,0,6
CXP9024418/6_R42C48,254,43,11,,,0.255813953488372,1,1,0,0,0,0,0,0,0,0,3711952,-3363008,237,G2,"",0,18.Q2.0,Development,4716,,111779,4240.7,30342.1,1585941,1043413,17,0,2018-05-29,"","",HW90281,"",,90,,1,,0,0,"",,1,,,3,,,425,88,1512,0,0.477777777777778,4,11,1,1,2,11,1,0,2,0,1,1,1,0,1,2,0,1,0,2,0,1,0,5952,4483,437,4920,1032,0,2641,3311,2317,77,0,3,0,169,75,3,1236,3097,,2292443,-1452602,48560,1802.6,12860.4,695297,475130,425,1512,88,0,,,2508,1849,310,2159,349,0,0,0,0,3,0,1,1,1,8,1,0,1,0,1,1,1,0,1,1,0,1,0,2,0,0,0,1123,1385,856,77,0,3,0,112,75,6
CXP9024418/6_R21M25,3,3,1,,,0.333333333333333,0,0,0,0,0,0,0,0,0,0,3437582,-598,67,G2,"",0,17.Q3.C4,Development,17,,0,0,0,0,0,2,10,2018-05-29,"",HW67398|HW71564,"","",,77,,0,,51830,788,"",,1,,,3,,,0,0,0,0,0.038961038961039,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,34,32,2,34,0,0,0,34,0,0,0,0,0,0,0,1,17,0,,1718791,-299,0,0,0,0,0,0,0,0,0,,,17,16,1,17,0,0,25915,394,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6
CXP9024418/6_R28L47,4,6,0,,,0,0,0,0,0,0,0,0,0,0,0,1928,0,68,G2,"",0,17.Q4.C4,Development,11,,29,4.6,0,881,402,0,0,2018-05-29,"","","","",,80,,0,,367,294,"",,1,,,3,,,0,0,0,0,0.075,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12,0,12,0,0,3,9,3,0,0,0,0,0,0,1,1,0,,1928,0,29,4.6,0,881,402,0,0,0,0,,,11,11,0,11,0,0,366,293,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,6
CXP9024418/6_R34E52,84,7,1,,,0.142857142857143,0,0,0,0,0,0,0,0,0,0,885789,-48370,50,G2,"",0,18.Q1.2,Development,520,,18743,679,3805,300852,194603,21,20,2018-05-30,HW66514,HW71313|HW86381,"","",,82,,1,,29636,8127,"",,1,,,3,,,0,0,0,0,0.0853658536585366,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,532,451,79,530,2,0,189,343,172,6,0,0,0,11,0,1,12,0,,883625,-36155,15761,671,3503,244688,158128,0,0,0,0,,,520,439,79,518,2,0,29415,8035,10,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,186,334,169,6,0,0,0,11,0,6
CXP9024418/6_R28L49,10,4,1,,,0.25,0,0,0,0,0,0,0,0,0,0,2039,-428,89,G2,"",0,17.Q4.C4,Development,22,,0,0,0,0,0,2,4,2018-05-30,HW46796,HW83764,"","",,80,,0,,301,214,"",,1,,,3,,,0,0,0,0,0.05,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23,23,0,23,0,0,0,23,0,0,0,0,0,0,0,1,1,0,,1989,-428,0,0,0,0,0,0,0,0,0,,,22,22,0,22,0,0,300,213,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,6
CXP9024418/6_R45A16,339,26,2,,,0.0769230769230769,4,1,0,0,0,0,0,0,3,0,11001432,-5398421,1333,G2,"",0,main,Development,5860,,70079,2780.1,24507.5,907251,601790,19,444,2018-05-30,HW60638|HW69406|HW79048|HW83778|HW84934|HW85023|HW88248,"",HW89928,"",,91,,0,,0,0,"",,1,,,3,,,0,0,0,0,0.285714285714286,6,2,0,0,2,7,1,0,2,1,0,1,0,0,0,2,0,1,0,1,0,0,0,6764,4595,1385,5980,784,0,1465,5299,1355,0,0,0,0,110,0,3,904,3531,,7140510,-2940842,36345,1265.2,12393.4,463713,307266,0,0,0,0,,,3324,2237,745,2982,342,0,0,0,103,3,0,0,0,1,7,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,649,2675,585,0,0,0,0,64,0,6
CXP9024418/6_R21L100,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,62,G2,DS4,1,17.Q3.C3,Post-GA,0,,0,0,0,0,0,0,0,2018-05-30,"","","","",,77,,0,,,,EC,,1,,,3,,,,,,,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
CXP9024418/6_R21M26,1,2,0,,,0,0,0,0,0,0,0,0,0,0,0,20,0,68,G2,"",0,17.Q3.C4,Development,1,,0,0,0,0,0,0,0,2018-05-31,"","","","",,77,,0,,2,0,"",,1,,,3,,,0,0,0,0,0.025974025974026,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,,10,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
CXP9024418/6_R28L51,1,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,76,G2,"",0,17.Q4.C4,Development,3,,0,0,0,0,0,0,0,2018-05-31,"","","","",,80,,0,,35,35,"",,1,,,3,0,0,0,0,0,0,0.025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,3,3,0,3,0,0,35,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
CXP9024418/6_R21L101,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,62,G2,DS2/8,1,17.Q3.C3,Post-GA,0,,0,0,0,0,0,0,0,2018-05-31,"","","","",,77,,0,,,,AD,,1,,,3,,,,,,,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
CXP9024418/6_R12K81,22,6,0,,,0,0,0,0,0,0,0,0,0,0,0,51688,-2857,68,G2,DS4,1,17.Q2.C4,Post-GA,140,,1266,43.3,457.7,21843,13893,0,0,2018-05-31,"","","","",,71,,0,,2117,959,EC,,1,,,3,,,75,17,114,0,0.0845070422535211,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,140,129,10,139,1,0,57,83,24,18,0,0,1,14,0,0,0,6,,51582,-2857,1266,43.3,457.7,21636,13688,75,114,17,0,,,137,126,10,136,1,0,2072,916,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,55,82,24,16,0,0,1,14,0,6
CXP9024418/6_R45A29,588,26,2,,,0.0769230769230769,2,1,0,0,0,0,0,0,1,0,68188058,-27409171,1355,G2,"",0,main,Development,12237,,456750,11151,25323.6,3886949,2334566,22,343,2018-05-31,HW56300|HW60638|HW69406|HW79048|HW79592|HW82919|HW84934|HW86043|HW86678|HW87385|HW88248|HW88926,"",HW90056,"",,91,,0,,0,0,"",,1,,,3,,,0,0,0,0,0.285714285714286,6,2,1,1,2,8,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,13692,6158,2308,8466,5226,0,2088,11604,1981,0,0,0,0,107,0,6,1455,8798,,30360151,-10246991,232801,5651.5,15493.5,1993118,1200377,0,0,0,0,,,7425,3860,1035,4895,2530,0,0,0,164,2,0,1,1,1,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1090,6335,1023,0,0,0,0,67,0,6
CXP9024418/6_R12L10,8,6,1,,,0.166666666666667,5,0,0,0,1,0,0,0,5,1,93448,-3,434,G2,DS4,1,17.Q2.C6,Post-GA,54,,130,15.6,6,5111,3529,1,15,2018-06-01,HW44555,"","","",,71,,0,,3387,298,ECC,,1,,,3,,,5,1,0,0,0.0845070422535211,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,59,6,65,0,0,18,47,6,9,0,3,0,0,0,1,11,14,,31816,-1,52,5.2,2,2211,1650,5,0,1,0,,,47,45,2,47,0,0,1292,234,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,37,2,6,0,2,0,0,0,6
CXP9024418/6_R21M27,1,2,0,,,0,0,0,0,0,0,0,0,0,0,0,13560,0,94,G2,"",0,17.Q3.C4,Development,2,,0,0,0,0,0,1,4,2018-06-01,HW65630,"","","",,77,,0,,522,176,"",,1,,,3,,,0,0,0,0,0.025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,0,0,0,0,0,0,0,1,2,0,,6780,0,0,0,0,0,0,0,0,0,0,,,2,2,0,2,0,0,261,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
CXP9024418/6_R44B12,5,3,0,,,0,0,0,0,0,0,0,0,0,0,0,119474,-112946,90,G2,"",0,MTR_18.23,Development,26,,0,0,0,0,0,4,12,2018-06-01,HW85023,"","","",,91,,0,,0,0,"",,1,,,3,,,0,0,0,0,0.032967032967033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,52,52,0,52,0,0,0,52,0,0,0,0,0,0,0,1,26,0,,59737,-56473,0,0,0,0,0,0,0,0,0,,,26,26,0,26,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,6
CXP9024418/6_R34J40,1,1,0,,,0,1,1,0,0,0,0,0,0,0,0,735,0,77,G2,"",0,18.Q1.6,Development,3,,0,0,0,0,0,0,0,2018-06-01,"","",HW90998,"",,82,,0,,64,32,"",,1,,,3,,,0,0,0,0,0.0121951219512195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,735,0,0,0,0,0,0,0,0,0,0,,,3,3,0,3,0,0,64,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
CXP9024418/6_R21L102,8,1,0,,,0,0,0,0,0,1,1,1,0,0,0,22,-7694,64,G2,DS4,1,17.Q3.C3,Post-GA,63,,0,0,0,0,0,0,0,2018-06-01,"","","",HX10860,,77,,0,,511,206,EC,,1,,,3,,,0,0,0,0,0.012987012987013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,,22,-7694,0,0,0,0,0,0,0,0,0,,,63,63,0,63,0,0,511,206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,6
CXP9024418/6_R44B19,5,5,0,,,0,0,0,0,0,0,0,0,0,0,0,182,-326,81,G2,"",0,MTR_18.23,Development,8,,8,1.1,1,154,108,1,5,2018-06-01,HW87632,"","","",,91,,0,,0,0,"",,1,,,3,,,0,0,0,0,0.054945054945055,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,8,0,8,0,0,1,7,1,0,0,0,0,0,0,0,0,0,,182,-326,8,1.1,1,154,108,0,0,0,0,,,8,8,0,8,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,6
